month,order_date,identifier,order_num,sub_order_num,order_status,manifesttime,sup_name,state,pin,reseller_state,reseller_pin,gstin,hsn_code,gst_amount,gst_rate,end_customer_pin,end_customer_state,meesho_price,net_commission,commission_gst,adj,shipping_charges_total,quantity,penalty,cancel_return_date,gst,taxable_shipping,shipping_gst_18_percent,meesho_price_plus_shipping_charges_total,tcs_taxable_amount,end_customer_state_new,financial_year,month_number,supplier_id
2023-05-01,2023-05-23,8icvx,265017004769,265017004769_1,Return,2023-05-23,AFLOAT,Gujarat,383315,Punjab,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,151201,Punjab,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-03,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,PUNJAB,2023,6,188451
2023-05-01,2023-05-27,8icvx,503030652509,503030652509_1,Return,2023-05-27,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,15.72000000000000,5.00,500087,Telangana,330,0.000000000000000000,0.00000000000000,110,0,1,0.0,2023-06-04,1.050000,104.7619047619048,18.857142857142858,330,314.2857142857143,TELANGANA,2023,6,188451
null,2023-06-11,8icvx,591577030217,591577030217_1,Cancelled,2023-06-12,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,500720,13.00000000000000,5.00,621718,Tamil Nadu,273,0.000000000000000000,0.00000000000000,62,0,1,null,2023-06-13,1.050000,59.0476190476190,10.628571428571428,273,260.0000000000000,TAMIL NADU,2023,6,188451
2023-05-01,2023-05-28,8icvx,197748656031,197748656031_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Others,600067,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,600067,Others,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-06,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-01,8icvx,913194416547,913194416547_1,rto,2023-06-01,AFLOAT,Gujarat,383315,Uttar Pradesh,242406,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,242001,Uttar Pradesh,219,0.000000000000000000,0.00000000000000,0,72,1,0.0,2023-06-09,1.050000,68.5714285714286,12.342857142857142,291,277.1428571428571,UTTAR PRADESH,2023,6,188451
2023-05-01,2023-05-25,8icvx,725351475700,725351475700_1,rto,2023-05-25,AFLOAT,Gujarat,383315,Andhra Pradesh,496001,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,496445,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-03,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,CHHATTISGARH,2023,6,188451
2023-06-01,2023-06-07,8icvx,476733306155,476733306155_1,rto,2023-06-07,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,508001,Telangana,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-14,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,TELANGANA,2023,6,188451
2023-05-01,2023-05-21,8icvx,308665975779,308665975779_1,rto,2023-05-21,AFLOAT,Gujarat,383315,Assam,null,24ABVFA4063H1ZA,5407,15.90000000000000,5.00,788163,Assam,334,0.000000000000000000,0.00000000000000,118,0,1,0.0,2023-06-02,1.050000,112.3809523809524,20.228571428571428,334,318.0952380952381,ASSAM,2023,6,188451
2023-05-01,2023-05-25,8icvx,698402498355,698402498355_1,rto,2023-05-25,AFLOAT,Gujarat,383315,Odisha,754004,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,754004,Odisha,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-05,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,ODISHA,2023,6,188451
2023-06-01,2023-06-18,8icvx,355200265099,355200265099_1,rto,2023-06-18,AFLOAT,Gujarat,383315,Andhra Pradesh,523332,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,523332,Andhra Pradesh,293,0.000000000000000000,0.00000000000000,89,0,1,0.0,2023-06-28,1.050000,84.7619047619048,15.257142857142856,293,279.0476190476190,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-02,8icvx,938786752351,938786752351_1,Return,2023-06-03,AFLOAT,Gujarat,383315,Telangana,500016,24ABVFA4063H1ZA,5407,52.48000000000000,5.00,500016,Telangana,1102,0.000000000000000000,0.00000000000000,106,0,1,0.0,2023-06-10,1.050000,80.0000000000000,14.399999999999999,1080,1028.5714285714284,TELANGANA,2023,6,188451
2023-05-01,2023-05-29,8icvx,577929836161,577929836161_1,Return,2023-05-29,AFLOAT,Gujarat,383315,Maharashtra,null,24ABVFA4063H1ZA,5407,15.20000000000000,5.00,400092,Maharashtra,319,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-03,1.050000,99.0476190476190,17.828571428571426,319,303.8095238095238,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-01,8icvx,196244422461,196244422461_1,rto,2023-06-01,AFLOAT,Gujarat,383315,Jharkhand,825318,24ABVFA4063H1ZA,540710,13.34000000000000,5.00,825318,Jharkhand,280,0.000000000000000000,0.00000000000000,63,0,1,0.0,2023-06-09,1.050000,60.0000000000000,10.799999999999999,280,266.6666666666666,JHARKHAND,2023,6,188451
2023-05-01,2023-05-29,8icvx,219583206524,219583206524_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Andhra Pradesh,517235,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,517235,Andhra Pradesh,218,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-08,1.050000,75.2380952380952,13.542857142857143,297,282.8571428571428,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-05,8icvx,764650923564,764650923564_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,16.10000000000000,5.00,522403,Andhra Pradesh,338,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-22,1.050000,83.8095238095238,15.085714285714285,338,321.9047619047619,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-20,8icvx,784559797977,784559797977_1,rto,2023-05-20,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,500720,15.06000000000000,5.00,500072,Telangana,316,0.000000000000000000,0.00000000000000,110,0,1,0.0,2023-06-10,1.050000,104.7619047619048,18.857142857142858,316,300.9523809523810,TELANGANA,2023,6,188451
2023-06-01,2023-06-20,8icvx,520807673987,520807673987_1,rto,2023-06-20,AFLOAT,Gujarat,383315,Assam,785664,24ABVFA4063H1ZA,540710,15.00000000000000,5.00,785664,Assam,315,0.000000000000000000,0.00000000000000,96,0,1,0.0,2023-06-29,1.050000,91.4285714285714,16.457142857142856,315,300.0000000000000,ASSAM,2023,6,188451
2023-06-01,2023-06-02,8icvx,988715579420,988715579420_1,rto,2023-06-02,AFLOAT,Gujarat,383315,Gujarat,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,360002,Gujarat,219,0.000000000000000000,0.00000000000000,0,70,1,0.0,2023-06-13,1.050000,66.6666666666667,11.999999999999998,289,275.2380952380952,GUJARAT,2023,6,188451
2023-06-01,2023-06-05,8icvx,763623043589,763623043589_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,533102,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,533102,Andhra Pradesh,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-09,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-09,8icvx,286772513520,286772513520_1,rto,2023-06-09,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,13.52000000000000,5.00,517167,Andhra Pradesh,284,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-25,1.050000,60.9523809523810,10.971428571428570,284,270.4761904761905,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-05,8icvx,965818632120,965818632120_1,Return,2023-06-05,AFLOAT,Gujarat,383315,Uttar Pradesh,null,24ABVFA4063H1ZA,540710,0.00000000000000,0.00,209801,Uttar Pradesh,324,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-13,1.050000,99.0476190476190,17.828571428571426,324,308.5714285714286,UTTAR PRADESH,2023,6,188451
2023-06-01,2023-06-15,8icvx,723228754281,723228754281_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Madhya Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,486661,Madhya Pradesh,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-21,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,MADHYA PRADESH,2023,6,188451
2023-06-01,2023-06-13,8icvx,674114905692,674114905692_1,Return,2023-06-13,AFLOAT,Gujarat,383315,Karnataka,581210,24ABVFA4063H1ZA,500720,13.90000000000000,5.00,581210,Karnataka,292,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-21,1.050000,83.8095238095238,15.085714285714285,292,278.0952380952381,KARNATAKA,2023,6,188451
2023-05-01,2023-05-22,8icvx,504328668855,504328668855_1,rto,2023-05-22,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540704,14.34000000000000,5.00,508213,Telangana,301,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-02,1.050000,61.9047619047619,11.142857142857142,301,286.6666666666666,TELANGANA,2023,6,188451
2023-05-01,2023-05-17,8icvx,628252878444,628252878444_1,rto,2023-05-17,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,540710,10.72000000000000,5.00,560077,Karnataka,225,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-05,1.050000,61.9047619047619,11.142857142857142,290,276.1904761904762,KARNATAKA,2023,6,188451
2023-05-01,2023-05-20,8icvx,516871818777,516871818777_1,rto,2023-05-20,AFLOAT,Gujarat,383315,Maharashtra,411043,24ABVFA4063H1ZA,540710,0.00000000000000,0.00,411043,Maharashtra,324,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-05,1.050000,99.0476190476190,17.828571428571426,324,308.5714285714286,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-20,8icvx,547727722713,547727722713_1,rto,2023-06-20,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,13.52000000000000,5.00,632602,Tamil Nadu,284,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-27,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-13,8icvx,266865164036,266865164036_1,Return,2023-06-13,AFLOAT,Gujarat,383315,Uttar Pradesh,281004,24ABVFA4063H1ZA,5407,103.52000000000000,5.00,281004,Uttar Pradesh,2174,0.000000000000000000,0.00000000000000,176,0,2,0.0,2023-06-19,1.050000,167.6190476190476,30.171428571428570,2174,2070.4761904761904,UTTAR PRADESH,2023,6,188451
2023-06-01,2023-06-11,8icvx,602055997699,602055997699_1,rto,2023-06-11,AFLOAT,Gujarat,383315,Odisha,null,24ABVFA4063H1ZA,500720,14.30000000000000,5.00,752001,Odisha,300,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-17,1.050000,60.9523809523810,10.971428571428570,300,285.7142857142857,ODISHA,2023,6,188451
2023-05-01,2023-05-27,8icvx,716296665757,716296665757_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Andhra Pradesh,517172,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,517172,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-09,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-06,8icvx,878219282999,878219282999_1,rto,2023-06-06,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,600096,Tamil Nadu,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-22,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-03,8icvx,875537252386,875537252386_1,rto,2023-06-04,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,625532,Tamil Nadu,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-11,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,TAMIL NADU,2023,6,188451
2023-05-01,2023-05-21,8icvx,177539419137,177539419137_1,Return,2023-05-21,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,503164,Telangana,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-04,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,TELANGANA,2023,6,188451
2023-06-01,2023-06-13,8icvx,816622477566,816622477566_1,rto,2023-06-13,AFLOAT,Gujarat,383315,Andhra Pradesh,520012,24ABVFA4063H1ZA,500720,13.00000000000000,5.00,520015,Andhra Pradesh,273,0.000000000000000000,0.00000000000000,63,0,1,0.0,2023-06-19,1.050000,60.0000000000000,10.799999999999999,273,260.0000000000000,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-27,8icvx,749154100676,749154100676_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Assam,787057,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,787057,Assam,219,0.000000000000000000,0.00000000000000,0,93,1,0.0,2023-06-07,1.050000,88.5714285714286,15.942857142857141,312,297.1428571428571,ASSAM,2023,6,188451
2023-05-01,2023-05-25,8icvx,927174078593,927174078593_1,rto,2023-05-25,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,500720,14.44000000000000,5.00,505505,Telangana,303,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-01,1.050000,60.9523809523810,10.971428571428570,303,288.5714285714286,TELANGANA,2023,6,188451
2023-06-01,2023-06-22,8icvx,420094253186,420094253186_1,rto,2023-06-23,AFLOAT,Gujarat,383315,Manipur,421311,24ABVFA4063H1ZA,540710,10.34000000000000,5.00,421311,Manipur,217,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-27,1.050000,76.1904761904762,13.714285714285714,297,282.8571428571428,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-16,8icvx,666631202049,666631202049_1,rto,2023-06-17,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,15.38000000000000,5.00,509133,Telangana,323,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-25,1.050000,99.0476190476190,17.828571428571426,323,307.6190476190476,TELANGANA,2023,6,188451
2023-05-01,2023-05-29,8icvx,995573787825,995573787825_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,509207,Telangana,218,0.000000000000000000,0.00000000000000,0,63,1,0.0,2023-06-18,1.050000,60.0000000000000,10.799999999999999,281,267.6190476190476,TELANGANA,2023,6,188451
2023-05-01,2023-05-29,8icvx,255230837447,255230837447_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Maharashtra,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,444804,Maharashtra,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-08,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-20,8icvx,959194006593,959194006593_1,Return,2023-06-20,AFLOAT,Gujarat,383315,Telangana,506315,24ABVFA4063H1ZA,500720,14.00000000000000,5.00,506315,Telangana,294,0.000000000000000000,0.00000000000000,90,0,1,0.0,2023-06-27,1.050000,85.7142857142857,15.428571428571427,294,280.0000000000000,TELANGANA,2023,6,188451
null,2023-06-08,8icvx,262807217659,262807217659_1,Cancelled,2023-06-08,AFLOAT,Gujarat,383315,Telangana,505325,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,505325,Telangana,218,0.000000000000000000,0.00000000000000,0,72,1,null,2023-06-08,1.050000,68.5714285714286,12.342857142857142,290,276.1904761904762,TELANGANA,2023,6,188451
2023-06-01,2023-06-07,8icvx,756756021093,756756021093_1,rto,2023-06-07,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,508280,Telangana,219,0.000000000000000000,0.00000000000000,0,94,1,0.0,2023-06-21,1.050000,89.5238095238095,16.114285714285714,313,298.0952380952381,TELANGANA,2023,6,188451
2023-05-01,2023-05-30,8icvx,140875729943,140875729943_1,rto,2023-05-30,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,500720,14.24000000000000,5.00,500045,Telangana,299,0.000000000000000000,0.00000000000000,94,0,1,0.0,2023-06-06,1.050000,89.5238095238095,16.114285714285714,299,284.7619047619048,TELANGANA,2023,6,188451
2023-06-01,2023-06-18,8icvx,371967316877,371967316877_1,rto,2023-06-18,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,517589,Andhra Pradesh,218,0.000000000000000000,0.00000000000000,0,73,1,0.0,2023-06-26,1.050000,69.5238095238095,12.514285714285712,291,277.1428571428571,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-20,8icvx,444309084430,444309084430_1,rto,2023-06-20,AFLOAT,Gujarat,383315,Telangana,500079,24ABVFA4063H1ZA,540710,16.14000000000000,5.00,500079,Telangana,339,0.000000000000000000,0.00000000000000,120,0,1,0.0,2023-06-24,1.050000,114.2857142857143,20.571428571428570,339,322.8571428571428,TELANGANA,2023,6,188451
2023-06-01,2023-06-09,8icvx,594012004415,594012004415_1,rto,2023-06-09,AFLOAT,Gujarat,383315,Maharashtra,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,440036,Maharashtra,219,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-14,1.050000,76.1904761904762,13.714285714285714,299,284.7619047619048,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-10,8icvx,701254917905,701254917905_1,Return,2023-06-10,AFLOAT,Gujarat,383315,West Bengal,null,24ABVFA4063H1ZA,500720,14.30000000000000,5.00,713346,West Bengal,300,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-20,1.050000,60.9523809523810,10.971428571428570,300,285.7142857142857,WEST BENGAL,2023,6,188451
2023-06-01,2023-06-13,8icvx,916647774397,916647774397_1,rto,2023-06-13,AFLOAT,Gujarat,383315,Tamil Nadu,637304,24ABVFA4063H1ZA,500720,13.86000000000000,5.00,637304,Tamil Nadu,291,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-19,1.050000,83.8095238095238,15.085714285714285,291,277.1428571428571,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-22,8icvx,821182105476,821182105476_1,rto,2023-06-23,AFLOAT,Gujarat,383315,Others,401208,24ABVFA4063H1ZA,540710,13.96000000000000,5.00,401208,Others,293,0.000000000000000000,0.00000000000000,106,0,1,0.0,2023-06-30,1.050000,100.9523809523810,18.171428571428570,293,279.0476190476190,MAHARASHTRA,2023,6,188451
2023-06-01,2023-05-31,8icvx,511874393793,511874393793_1,rto,2023-05-31,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,14.96000000000000,5.00,627414,Tamil Nadu,314,0.000000000000000000,0.00000000000000,105,0,1,0.0,2023-06-07,1.050000,100.0000000000000,18.000000000000000,314,299.0476190476190,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-08,8icvx,510649371823,510649371823_1,rto,2023-06-08,AFLOAT,Gujarat,383315,Telangana,502313,24ABVFA4063H1ZA,500720,12.96000000000000,5.00,502296,Telangana,272,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-12,1.050000,60.9523809523810,10.971428571428570,272,259.0476190476190,TELANGANA,2023,6,188451
2023-06-01,2023-06-04,8icvx,374212331820,374212331820_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,500010,Telangana,219,0.000000000000000000,0.00000000000000,0,85,1,0.0,2023-06-13,1.050000,80.9523809523810,14.571428571428570,304,289.5238095238095,TELANGANA,2023,6,188451
2023-05-01,2023-05-23,8icvx,898713409349,898713409349_1,rto,2023-05-23,AFLOAT,Gujarat,383315,Andhra Pradesh,515211,24ABVFA4063H1ZA,500720,14.90000000000000,5.00,515303,Andhra Pradesh,313,0.000000000000000000,0.00000000000000,74,0,1,0.0,2023-06-01,1.050000,70.4761904761905,12.685714285714283,313,298.0952380952381,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-29,8icvx,382186298026,382186298026_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,15.44000000000000,5.00,638501,Tamil Nadu,324,0.000000000000000000,0.00000000000000,105,0,1,0.0,2023-06-13,1.050000,100.0000000000000,18.000000000000000,324,308.5714285714286,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-04,8icvx,657799858495,657799858495_1,rto,2023-06-04,AFLOAT,Gujarat,383315,Tamil Nadu,612001,24ABVFA4063H1ZA,540710,13.68000000000000,5.00,612001,Tamil Nadu,287,0.000000000000000000,0.00000000000000,71,0,1,0.0,2023-06-19,1.050000,67.6190476190476,12.171428571428570,287,273.3333333333333,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-06,8icvx,549495230928,549495230928_1,rto,2023-06-06,AFLOAT,Gujarat,383315,Andhra Pradesh,522003,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,522003,Andhra Pradesh,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-13,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-25,8icvx,110621384014,110621384014_1,rto,2023-05-25,AFLOAT,Gujarat,383315,Gujarat,382110,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,382110,Gujarat,219,0.000000000000000000,0.00000000000000,0,70,1,0.0,2023-06-02,1.050000,66.6666666666667,11.999999999999998,289,275.2380952380952,GUJARAT,2023,6,188451
2023-05-01,2023-05-27,8icvx,924083405975,924083405975_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Uttar Pradesh,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,221002,Uttar Pradesh,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-02,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,UTTAR PRADESH,2023,6,188451
2023-05-01,2023-05-27,8icvx,994189000822,994189000822_1,Return,2023-05-27,AFLOAT,Gujarat,383315,Madhya Pradesh,457770,24ABVFA4063H1ZA,500720,13.34000000000000,5.00,457770,Madhya Pradesh,280,0.000000000000000000,0.00000000000000,68,0,1,0.0,2023-06-13,1.050000,64.7619047619048,11.657142857142857,280,266.6666666666666,MADHYA PRADESH,2023,6,188451
2023-05-01,2023-05-30,8icvx,891854834829,891854834829_1,rto,2023-05-30,AFLOAT,Gujarat,383315,Uttar Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,212652,Uttar Pradesh,218,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-07,1.050000,75.2380952380952,13.542857142857143,297,282.8571428571428,UTTAR PRADESH,2023,6,188451
2023-06-01,2023-06-05,8icvx,125784524419,125784524419_1,rto,2023-06-06,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,508126,Telangana,218,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-10,1.050000,75.2380952380952,13.542857142857143,297,282.8571428571428,TELANGANA,2023,6,188451
2023-06-01,2023-06-15,8icvx,860958581747,860958581747_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,500720,15.62000000000000,5.00,577101,Karnataka,328,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-26,1.050000,99.0476190476190,17.828571428571426,328,312.3809523809524,KARNATAKA,2023,6,188451
2023-06-01,2023-06-14,8icvx,840239333206,840239333206_1,rto,2023-06-14,AFLOAT,Gujarat,383315,Karnataka,583101,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,583101,Karnataka,293,0.000000000000000000,0.00000000000000,89,0,1,0.0,2023-06-21,1.050000,84.7619047619048,15.257142857142856,293,279.0476190476190,KARNATAKA,2023,6,188451
2023-06-01,2023-06-09,8icvx,819198840501,819198840501_1,rto,2023-06-09,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,14.00000000000000,5.00,524137,Andhra Pradesh,294,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-16,1.050000,60.9523809523810,10.971428571428570,294,280.0000000000000,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-15,8icvx,591552962229,591552962229_1,Return,2023-06-15,AFLOAT,Gujarat,383315,Maharashtra,414002,24ABVFA4063H1ZA,500720,13.06000000000000,5.00,414002,Maharashtra,274,0.000000000000000000,0.00000000000000,63,0,1,0.0,2023-06-20,1.050000,60.0000000000000,10.799999999999999,274,260.9523809523810,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-05,8icvx,788773321352,788773321352_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,14.34000000000000,5.00,522017,Andhra Pradesh,301,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-11,1.050000,60.9523809523810,10.971428571428570,301,286.6666666666666,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-24,8icvx,106103618692,106103618692_1,rto,2023-05-24,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,540710,15.52000000000000,5.00,562130,Karnataka,326,0.000000000000000000,0.00000000000000,105,0,1,0.0,2023-06-01,1.050000,100.0000000000000,18.000000000000000,326,310.4761904761905,KARNATAKA,2023,6,188451
null,2023-06-07,8icvx,875622354910,875622354910_1,Cancelled,2023-06-07,AFLOAT,Gujarat,383315,Goa,null,24ABVFA4063H1ZA,500720,13.00000000000000,5.00,752001,Goa,273,0.000000000000000000,0.00000000000000,62,0,1,null,2023-06-07,1.050000,59.0476190476190,10.628571428571428,273,260.0000000000000,ODISHA,2023,6,188451
2023-06-01,2023-06-12,8icvx,356469021879,356469021879_1,rto,2023-06-12,AFLOAT,Gujarat,383315,Bihar,804454,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,800026,Bihar,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-18,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,BIHAR,2023,6,188451
2023-06-01,2023-06-06,8icvx,371864931812,371864931812_1,rto,2023-06-06,AFLOAT,Gujarat,383315,Haryana,null,24ABVFA4063H1ZA,500720,14.30000000000000,5.00,132039,Haryana,300,0.000000000000000000,0.00000000000000,97,0,1,0.0,2023-06-19,1.050000,92.3809523809524,16.628571428571426,300,285.7142857142857,HARYANA,2023,6,188451
2023-05-01,2023-05-27,8icvx,363850955736,363850955736_1,Return,2023-05-27,AFLOAT,Gujarat,383315,Odisha,752065,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,752065,Odisha,219,0.000000000000000000,0.00000000000000,0,56,1,0.0,2023-06-07,1.050000,53.3333333333333,9.600000000000000,275,261.9047619047619,ODISHA,2023,6,188451
