month,order_date,identifier,order_num,sub_order_num,order_status,manifesttime,sup_name,state,pin,reseller_state,reseller_pin,gstin,hsn_code,gst_amount,gst_rate,end_customer_pin,end_customer_state,meesho_price,net_commission,commission_gst,adj,shipping_charges_total,quantity,penalty,cancel_return_date,gst,taxable_shipping,shipping_gst_18_percent,meesho_price_plus_shipping_charges_total,tcs_taxable_amount,end_customer_state_new,financial_year,month_number,supplier_id
2023-06-01,2023-06-12,8icvx,622828864632,622828864632_1,rto,2023-06-12,AFLOAT,Gujarat,383315,Tamil Nadu,631501,24ABVFA4063H1ZA,500720,14.24000000000000,5.00,631501,Tamil Nadu,299,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-22,1.050000,60.9523809523810,10.971428571428570,299,284.7619047619048,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-22,8icvx,430812335037,430812335037_1,rto,2023-06-23,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,500720,14.00000000000000,5.00,560067,Karnataka,294,0.000000000000000000,0.00000000000000,90,0,1,0.0,2023-06-30,1.050000,85.7142857142857,15.428571428571427,294,280.0000000000000,KARNATAKA,2023,6,188451
null,2023-06-15,8icvx,191777347234,191777347234_1,Cancelled,2023-06-15,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,13.48000000000000,5.00,516175,Andhra Pradesh,283,0.000000000000000000,0.00000000000000,64,0,1,null,2023-06-16,1.050000,60.9523809523810,10.971428571428570,283,269.5238095238095,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-14,8icvx,646835544069,646835544069_1,rto,2023-06-14,AFLOAT,Gujarat,383315,Uttar Pradesh,208001,24ABVFA4063H1ZA,540710,13.48000000000000,5.00,208001,Uttar Pradesh,283,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-26,1.050000,60.9523809523810,10.971428571428570,283,269.5238095238095,UTTAR PRADESH,2023,6,188451
2023-06-01,2023-06-15,8icvx,764748083180,764748083180_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,15.68000000000000,5.00,500097,Telangana,329,0.000000000000000000,0.00000000000000,110,0,1,0.0,2023-06-26,1.050000,104.7619047619048,18.857142857142858,329,313.3333333333333,TELANGANA,2023,6,188451
2023-06-01,2023-06-17,8icvx,101027915685,101027915685_1,rto,2023-06-17,AFLOAT,Gujarat,383315,Andhra Pradesh,533293,24ABVFA4063H1ZA,540710,14.62000000000000,5.00,533293,Andhra Pradesh,307,0.000000000000000000,0.00000000000000,89,0,1,0.0,2023-06-23,1.050000,84.7619047619048,15.257142857142856,307,292.3809523809524,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-21,8icvx,762622669773,762622669773_1,rto,2023-06-21,AFLOAT,Gujarat,383315,Telangana,508266,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,508247,Telangana,218,0.000000000000000000,0.00000000000000,0,73,1,0.0,2023-06-27,1.050000,69.5238095238095,12.514285714285712,291,277.1428571428571,TELANGANA,2023,6,188451
2023-05-01,2023-05-19,8icvx,287359232572,287359232572_1,rto,2023-05-19,AFLOAT,Gujarat,383315,Chhattisgarh,491001,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,491001,Chhattisgarh,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-13,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,CHHATTISGARH,2023,6,188451
2023-05-01,2023-05-23,8icvx,546112674245,546112674245_1,rto,2023-05-23,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,13.58000000000000,5.00,522438,Andhra Pradesh,285,0.000000000000000000,0.00000000000000,74,0,1,0.0,2023-06-01,1.050000,70.4761904761905,12.685714285714283,285,271.4285714285714,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-26,8icvx,485913287233,485913287233_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,517645,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-02,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-15,8icvx,290097107809,290097107809_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,509210,Telangana,219,0.000000000000000000,0.00000000000000,0,64,1,0.0,2023-06-19,1.050000,60.9523809523810,10.971428571428570,283,269.5238095238095,TELANGANA,2023,6,188451
2023-06-01,2023-06-03,8icvx,216342636535,216342636535_1,Return,2023-06-03,AFLOAT,Gujarat,383315,Andhra Pradesh,522413,24ABVFA4063H1ZA,5407,52.20000000000000,5.00,522413,Andhra Pradesh,1096,0.000000000000000000,0.00000000000000,100,0,1,0.0,2023-06-09,1.050000,95.2380952380952,17.142857142857142,1096,1043.8095238095239,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-17,8icvx,817092580898,817092580898_1,rto,2023-06-17,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,500720,14.24000000000000,5.00,505497,Telangana,299,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-23,1.050000,61.9047619047619,11.142857142857142,299,284.7619047619048,TELANGANA,2023,6,188451
2023-05-01,2023-05-28,8icvx,160638165433,160638165433_1,Return,2023-05-28,AFLOAT,Gujarat,383315,Bihar,800011,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,800011,Bihar,219,0.000000000000000000,0.00000000000000,0,63,1,0.0,2023-06-05,1.050000,60.0000000000000,10.799999999999999,282,268.5714285714286,BIHAR,2023,6,188451
2023-05-01,2023-05-28,8icvx,314579335978,314579335978_1,rto,2023-05-28,AFLOAT,Gujarat,383315,Andhra Pradesh,523301,24ABVFA4063H1ZA,5407,23.48000000000000,5.00,523301,Andhra Pradesh,493,0.000000000000000000,0.00000000000000,105,0,1,0.0,2023-06-06,1.050000,100.0000000000000,18.000000000000000,493,469.5238095238095,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-21,8icvx,108373508985,108373508985_1,Return,2023-06-21,AFLOAT,Gujarat,383315,Maharashtra,412303,24ABVFA4063H1ZA,540710,13.52000000000000,5.00,412303,Maharashtra,284,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-30,1.050000,48.5714285714286,8.742857142857142,270,257.1428571428571,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-10,8icvx,354386526090,354386526090_1,rto,2023-06-10,AFLOAT,Gujarat,383315,Haryana,null,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,135003,Haryana,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-20,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,HARYANA,2023,6,188451
2023-06-01,2023-06-15,8icvx,378299684298,378299684298_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,500097,Telangana,219,0.000000000000000000,0.00000000000000,0,70,1,0.0,2023-06-26,1.050000,66.6666666666667,11.999999999999998,289,275.2380952380952,TELANGANA,2023,6,188451
2023-05-01,2023-05-25,8icvx,896065418829,896065418829_1,rto,2023-05-25,AFLOAT,Gujarat,383315,Bihar,null,24ABVFA4063H1ZA,5407,15.10000000000000,5.00,812002,Bihar,317,0.000000000000000000,0.00000000000000,102,0,1,0.0,2023-06-07,1.050000,97.1428571428571,17.485714285714284,317,301.9047619047619,BIHAR,2023,6,188451
2023-06-01,2023-06-21,8icvx,295065204583,295065204583_1,rto,2023-06-21,AFLOAT,Gujarat,383315,Assam,782410,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,782410,Assam,218,0.000000000000000000,0.00000000000000,0,94,1,0.0,2023-06-29,1.050000,89.5238095238095,16.114285714285714,312,297.1428571428571,ASSAM,2023,6,188451
2023-05-01,2023-05-29,8icvx,601904943873,601904943873_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,14.82000000000000,5.00,520003,Andhra Pradesh,311,0.000000000000000000,0.00000000000000,74,0,1,0.0,2023-06-07,1.050000,70.4761904761905,12.685714285714283,311,296.1904761904762,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-18,8icvx,522320548351,522320548351_1,rto,2023-06-18,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,501203,Telangana,219,0.000000000000000000,0.00000000000000,0,64,1,0.0,2023-06-26,1.050000,60.9523809523810,10.971428571428570,283,269.5238095238095,TELANGANA,2023,6,188451
2023-06-01,2023-06-18,8icvx,974605231310,974605231310_1,rto,2023-06-18,AFLOAT,Gujarat,383315,Uttar Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,273165,Uttar Pradesh,218,0.000000000000000000,0.00000000000000,0,64,1,0.0,2023-06-27,1.050000,60.9523809523810,10.971428571428570,282,268.5714285714286,UTTAR PRADESH,2023,6,188451
2023-05-01,2023-05-28,8icvx,448949629973,448949629973_1,rto,2023-05-28,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,562130,Karnataka,219,0.000000000000000000,0.00000000000000,0,72,1,0.0,2023-06-12,1.050000,68.5714285714286,12.342857142857142,291,277.1428571428571,KARNATAKA,2023,6,188451
2023-06-01,2023-06-17,8icvx,716807529994,716807529994_1,Return,2023-06-17,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,522237,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,64,1,0.0,2023-06-27,1.050000,60.9523809523810,10.971428571428570,283,269.5238095238095,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-29,8icvx,644596493547,644596493547_1,Return,2023-05-29,AFLOAT,Gujarat,383315,Telangana,500076,24ABVFA4063H1ZA,540710,14.96000000000000,5.00,500076,Telangana,314,0.000000000000000000,0.00000000000000,77,0,1,0.0,2023-06-04,1.050000,73.3333333333333,13.200000000000000,314,299.0476190476190,TELANGANA,2023,6,188451
2023-06-01,2023-06-17,8icvx,872945850143,872945850143_1,Return,2023-06-17,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,522237,Andhra Pradesh,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-27,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-03,8icvx,690750742429,690750742429_1,Return,2023-06-04,AFLOAT,Gujarat,383315,Punjab,144620,24ABVFA4063H1ZA,500720,12.82000000000000,5.00,144620,Punjab,269,0.000000000000000000,0.00000000000000,62,0,1,0.0,2023-06-16,1.050000,59.0476190476190,10.628571428571428,269,256.1904761904762,PUNJAB,2023,6,188451
2023-06-01,2023-06-08,8icvx,439786702327,439786702327_1,rto,2023-06-08,AFLOAT,Gujarat,383315,Goa,null,24ABVFA4063H1ZA,540710,14.58000000000000,5.00,403516,Goa,306,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-20,1.050000,83.8095238095238,15.085714285714285,306,291.4285714285714,GOA,2023,6,188451
2023-06-01,2023-06-01,8icvx,580765061482,580765061482_1,Return,2023-06-01,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,515521,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,79,1,0.0,2023-06-09,1.050000,75.2380952380952,13.542857142857143,298,283.8095238095238,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-05,8icvx,511760412132,511760412132_1,Return,2023-06-05,AFLOAT,Gujarat,383315,Delhi,null,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,302001,Delhi,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-16,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,RAJASTHAN,2023,6,188451
2023-06-01,2023-06-18,8icvx,654728636255,654728636255_1,rto,2023-06-18,AFLOAT,Gujarat,383315,Telangana,500070,24ABVFA4063H1ZA,500720,14.24000000000000,5.00,500070,Telangana,299,0.000000000000000000,0.00000000000000,95,0,1,0.0,2023-06-26,1.050000,90.4761904761905,16.285714285714285,299,284.7619047619048,TELANGANA,2023,6,188451
2023-06-01,2023-06-14,8icvx,317449492770,317449492770_1,rto,2023-06-14,AFLOAT,Gujarat,383315,Delhi,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,474010,Delhi,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-30,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,MADHYA PRADESH,2023,6,188451
2023-05-01,2023-05-20,8icvx,363100646897,363100646897_1,Return,2023-05-20,AFLOAT,Gujarat,383315,Andhra Pradesh,518348,24ABVFA4063H1ZA,500720,11.96000000000000,5.00,518348,Andhra Pradesh,251,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-01,1.050000,61.9047619047619,11.142857142857142,251,239.0476190476190,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-04,8icvx,166765898780,166765898780_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,13.06000000000000,5.00,506165,Telangana,274,0.000000000000000000,0.00000000000000,63,0,1,0.0,2023-06-13,1.050000,60.0000000000000,10.799999999999999,274,260.9523809523810,TELANGANA,2023,6,188451
null,2023-06-16,8icvx,765590208258,765590208258_1,Cancelled,2023-06-16,AFLOAT,Gujarat,383315,Andhra Pradesh,517507,24ABVFA4063H1ZA,540710,14.72000000000000,5.00,517501,Andhra Pradesh,309,0.000000000000000000,0.00000000000000,72,0,1,null,2023-06-17,1.050000,68.5714285714286,12.342857142857142,309,294.2857142857143,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-23,8icvx,749395174391,749395174391_1,rto,2023-05-23,AFLOAT,Gujarat,383315,Andhra Pradesh,532203,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,532203,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-05,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-23,8icvx,236441352122,236441352122_1,rto,2023-06-24,AFLOAT,Gujarat,383315,Uttar Pradesh,221101,24ABVFA4063H1ZA,540710,10.34000000000000,5.00,221201,Uttar Pradesh,217,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-28,1.050000,76.1904761904762,13.714285714285714,297,282.8571428571428,UTTAR PRADESH,2023,6,188451
2023-06-01,2023-06-02,8icvx,451007577554,451007577554_1,rto,2023-06-03,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,12.82000000000000,5.00,522001,Andhra Pradesh,269,0.000000000000000000,0.00000000000000,62,0,1,0.0,2023-06-13,1.050000,59.0476190476190,10.628571428571428,269,256.1904761904762,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-04,8icvx,174427769416,174427769416_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,32.48000000000000,5.00,521151,Andhra Pradesh,682,0.000000000000000000,0.00000000000000,176,0,2,0.0,2023-06-24,1.050000,167.6190476190476,30.171428571428570,682,649.5238095238095,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-08,8icvx,982894585418,982894585418_2,rto,2023-06-08,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,612701,Tamil Nadu,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-15,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-04,8icvx,267084115636,267084115636_1,Return,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,522426,24ABVFA4063H1ZA,500720,13.48000000000000,5.00,522426,Andhra Pradesh,283,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-10,1.050000,83.8095238095238,15.085714285714285,283,269.5238095238095,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-26,8icvx,355990950515,355990950515_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,614624,Tamil Nadu,219,0.000000000000000000,0.00000000000000,0,72,1,0.0,2023-06-14,1.050000,68.5714285714286,12.342857142857142,291,277.1428571428571,TAMIL NADU,2023,6,188451
2023-05-01,2023-05-30,8icvx,195109810408,195109810408_1,rto,2023-05-30,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,13.58000000000000,5.00,534406,Andhra Pradesh,285,0.000000000000000000,0.00000000000000,63,0,1,0.0,2023-06-09,1.050000,60.0000000000000,10.799999999999999,285,271.4285714285714,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-21,8icvx,814275992196,814275992196_1,rto,2023-06-21,AFLOAT,Gujarat,383315,Telangana,509131,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,509130,Telangana,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-28,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,TELANGANA,2023,6,188451
2023-06-01,2023-06-14,8icvx,185263220880,185263220880_1,rto,2023-06-14,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,611109,Tamil Nadu,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-20,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-04,8icvx,298113207316,298113207316_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Telangana,500078,24ABVFA4063H1ZA,540710,16.72000000000000,5.00,501401,Telangana,351,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-09,1.050000,83.8095238095238,15.085714285714285,351,334.2857142857143,TELANGANA,2023,6,188451
2023-05-01,2023-05-29,8icvx,563699206604,563699206604_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Telangana,503217,24ABVFA4063H1ZA,5407,16.24000000000000,5.00,503224,Telangana,341,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-05,1.050000,99.0476190476190,17.828571428571426,341,324.7619047619048,TELANGANA,2023,6,188451
2023-06-01,2023-06-08,8icvx,447589726357,447589726357_1,rto,2023-06-08,AFLOAT,Gujarat,383315,Madhya Pradesh,473001,24ABVFA4063H1ZA,5407,22.76000000000000,5.00,473001,Madhya Pradesh,478,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-13,1.050000,83.8095238095238,15.085714285714285,478,455.2380952380952,MADHYA PRADESH,2023,6,188451
2023-06-01,2023-06-10,8icvx,968547347916,968547347916_1,rto,2023-06-10,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,625512,Tamil Nadu,293,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-19,1.050000,83.8095238095238,15.085714285714285,293,279.0476190476190,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-05,8icvx,158320520267,158320520267_1,rto,2023-06-05,AFLOAT,Gujarat,383315,Andhra Pradesh,521211,24ABVFA4063H1ZA,500720,14.34000000000000,5.00,521211,Andhra Pradesh,301,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-09,1.050000,60.9523809523810,10.971428571428570,301,286.6666666666666,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-29,8icvx,594390020999,594390020999_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Andhra Pradesh,524002,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,524002,Andhra Pradesh,219,0.000000000000000000,0.00000000000000,0,72,1,0.0,2023-06-06,1.050000,68.5714285714286,12.342857142857142,291,277.1428571428571,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-15,8icvx,128432087278,128432087278_1,rto,2023-06-15,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,500720,14.30000000000000,5.00,583101,Karnataka,300,0.000000000000000000,0.00000000000000,65,0,1,0.0,2023-06-24,1.050000,61.9047619047619,11.142857142857142,300,285.7142857142857,KARNATAKA,2023,6,188451
2023-05-01,2023-05-27,8icvx,921139938437,921139938437_1,rto,2023-05-27,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,506368,Telangana,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-15,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,TELANGANA,2023,6,188451
2023-06-01,2023-06-09,8icvx,520371121691,520371121691_1,rto,2023-06-09,AFLOAT,Gujarat,383315,Delhi,null,24ABVFA4063H1ZA,5407,15.90000000000000,5.00,110088,Delhi,334,0.000000000000000000,0.00000000000000,99,0,1,0.0,2023-06-17,1.050000,94.2857142857143,16.971428571428568,334,318.0952380952381,DELHI,2023,6,188451
2023-06-01,2023-06-13,8icvx,391732912850,391732912850_1,rto,2023-06-13,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,5407,29.30000000000000,5.00,518401,Andhra Pradesh,615,0.000000000000000000,0.00000000000000,125,0,1,0.0,2023-06-19,1.050000,119.0476190476190,21.428571428571427,615,585.7142857142857,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-12,8icvx,535571780348,535571780348_1,rto,2023-06-12,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,13.72000000000000,5.00,530016,Andhra Pradesh,288,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-21,1.050000,60.9523809523810,10.971428571428570,288,274.2857142857143,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-22,8icvx,553611173483,553611173483_1,rto,2023-06-23,AFLOAT,Gujarat,383315,Bihar,null,24ABVFA4063H1ZA,500720,14.24000000000000,5.00,843119,Bihar,299,0.000000000000000000,0.00000000000000,66,0,1,0.0,2023-06-28,1.050000,62.8571428571429,11.314285714285713,299,284.7619047619048,BIHAR,2023,6,188451
2023-06-01,2023-06-20,8icvx,242386733936,242386733936_1,rto,2023-06-20,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,603312,Tamil Nadu,218,0.000000000000000000,0.00000000000000,0,73,1,0.0,2023-06-29,1.050000,69.5238095238095,12.514285714285712,291,277.1428571428571,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-08,8icvx,748499627560,748499627560_1,rto,2023-06-08,AFLOAT,Gujarat,383315,Andhra Pradesh,534210,24ABVFA4063H1ZA,5407,25.86000000000000,5.00,534210,Andhra Pradesh,543,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-25,1.050000,83.8095238095238,15.085714285714285,543,517.1428571428571,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-15,8icvx,594582153155,594582153155_1,Return,2023-05-16,AFLOAT,Gujarat,383315,Maharashtra,null,24ABVFA4063H1ZA,5407,16.38000000000000,5.00,411033,Maharashtra,344,0.000000000000000000,0.00000000000000,104,0,1,0.0,2023-06-01,1.050000,99.0476190476190,17.828571428571426,344,327.6190476190476,MAHARASHTRA,2023,6,188451
2023-06-01,2023-06-22,8icvx,803295831925,803295831925_1,rto,2023-06-23,AFLOAT,Gujarat,383315,Telangana,501203,24ABVFA4063H1ZA,540710,10.34000000000000,5.00,501203,Telangana,217,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-28,1.050000,76.1904761904762,13.714285714285714,297,282.8571428571428,TELANGANA,2023,6,188451
2023-06-01,2023-06-16,8icvx,584169567950,584169567950_1,rto,2023-06-16,AFLOAT,Gujarat,383315,Andhra Pradesh,522003,24ABVFA4063H1ZA,500720,13.96000000000000,5.00,522003,Andhra Pradesh,293,0.000000000000000000,0.00000000000000,89,0,1,0.0,2023-06-21,1.050000,84.7619047619048,15.257142857142856,293,279.0476190476190,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-12,8icvx,364424234835,364424234835_1,rto,2023-06-12,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,5407,24.10000000000000,5.00,635303,Tamil Nadu,506,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-20,1.050000,83.8095238095238,15.085714285714285,506,481.9047619047619,TAMIL NADU,2023,6,188451
2023-05-01,2023-05-28,8icvx,690033138050,690033138050_1,rto,2023-05-28,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,15.68000000000000,5.00,524308,Andhra Pradesh,329,0.000000000000000000,0.00000000000000,88,0,1,0.0,2023-06-09,1.050000,83.8095238095238,15.085714285714285,329,313.3333333333333,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-05-31,8icvx,964282788948,964282788948_1,rto,2023-05-31,AFLOAT,Gujarat,383315,Karnataka,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,583120,Karnataka,219,0.000000000000000000,0.00000000000000,0,72,1,0.0,2023-06-06,1.050000,68.5714285714286,12.342857142857142,291,277.1428571428571,KARNATAKA,2023,6,188451
2023-05-01,2023-05-28,8icvx,745169773734,745169773734_1,rto,2023-05-28,AFLOAT,Gujarat,383315,Telangana,null,24ABVFA4063H1ZA,540710,10.44000000000000,5.00,505505,Telangana,219,0.000000000000000000,0.00000000000000,0,65,1,0.0,2023-06-03,1.050000,61.9047619047619,11.142857142857142,284,270.4761904761905,TELANGANA,2023,6,188451
2023-05-01,2023-05-27,8icvx,706855299870,706855299870_1,rto,2023-05-28,AFLOAT,Gujarat,383315,Tamil Nadu,604504,24ABVFA4063H1ZA,500720,14.34000000000000,5.00,604504,Tamil Nadu,301,0.000000000000000000,0.00000000000000,64,0,1,0.0,2023-06-06,1.050000,60.9523809523810,10.971428571428570,301,286.6666666666666,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-12,8icvx,418284573774,418284573774_1,rto,2023-06-12,AFLOAT,Gujarat,383315,Tamil Nadu,null,24ABVFA4063H1ZA,540710,15.30000000000000,5.00,606611,Tamil Nadu,321,0.000000000000000000,0.00000000000000,98,0,1,0.0,2023-06-21,1.050000,93.3333333333333,16.799999999999997,321,305.7142857142857,TAMIL NADU,2023,6,188451
2023-06-01,2023-06-21,8icvx,162104196398,162104196398_1,rto,2023-06-21,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,540710,10.38000000000000,5.00,534003,Andhra Pradesh,218,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-27,1.050000,76.1904761904762,13.714285714285714,298,283.8095238095238,ANDHRA PRADESH,2023,6,188451
2023-05-01,2023-05-29,8icvx,647462863262,647462863262_1,rto,2023-05-29,AFLOAT,Gujarat,383315,Andhra Pradesh,null,24ABVFA4063H1ZA,500720,12.82000000000000,5.00,518501,Andhra Pradesh,269,0.000000000000000000,0.00000000000000,62,0,1,0.0,2023-06-08,1.050000,59.0476190476190,10.628571428571428,269,256.1904761904762,ANDHRA PRADESH,2023,6,188451
2023-06-01,2023-06-19,8icvx,947765231347,947765231347_1,Return,2023-06-19,AFLOAT,Gujarat,383315,Andhra Pradesh,530045,24ABVFA4063H1ZA,540710,10.34000000000000,5.00,530045,Andhra Pradesh,217,0.000000000000000000,0.00000000000000,0,80,1,0.0,2023-06-26,1.050000,76.1904761904762,13.714285714285714,297,282.8571428571428,ANDHRA PRADESH,2023,6,188451
